"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"177622","2019-12-03","2020-12-02","Duvernay","Chien","Lucky","Chiens de sport","Épagneul cocker anglais","","Mâle","Blanc ","2019-09-01","0","0","0","0","0"
"161135","2019-07-17","2020-07-17","Sainte-Dorothée","Chien","Spike","Chiens de berger","Berger Allemand","","Mâle","Noir","2011-11-16","0","1","34,5","1","0"
"163725","2019-07-09","2020-07-08","Duvernay","Chien","Bella","Terriers","schnauzer nain","","Femelle","sel et poivre","2014-05-06","0","1","20","1","0"
"67939","2019-09-27","2020-09-27","Laval-des-Rapides","Chat","Rico","","","Autre","Mâle","Gris et blanc","2019-03-01","0","1","3,7","1","0"
"66394","2019-02-11","2020-02-10","Fabreville","Chat","Mimi","","","","Femelle","Écaille de tortue","2006-01-01","0","0","5","0","0"
"177670","2019-12-09","2020-12-09","Chomedey","Chien","Rex","Chiens de berger","Berger Allemand","Autre","Mâle","Beige et noir (tan)","2016-01-01","1","1","30","1","0"
"68227","2019-10-29","2020-10-29","Saint-François","Chat","Hercule","","","Autre","Mâle","noir","2010-08-20","0","1","3","1","0"
"169094","2019-09-19","2020-09-19","Sainte-Rose","Chien","Pogo","Lévriers et chiens courants","Dachshound teckel nain a poil dur","Autre","Mâle","Arlequin","2006-09-04","1","1","8,2","1","0"
"174428","2019-10-10","2020-10-10","Auteuil","Chien","Daisy","","Golden Doodle","","Femelle","blanc","2009-09-25","1","1","27","0","0"
"167005","2019-11-28","2020-11-28","Laval-Ouest","Chien","Ufi","Chiens de compagnie","Shih Tzu","Autre","Mâle","Blanche","2010-12-30","0","1","8","1","0"
"162585","2019-09-26","2020-09-25","Laval-des-Rapides","Chien","Fanny","Chiens de berger","colley a poil dur","Autre","Femelle","","2010-01-15","1","1","15","0","0"
"67644","2019-05-29","2020-05-29","Fabreville","Chat","Lily","","","","Femelle","blanc,gris","2015-05-14","1","1","6,8","1","0"
"66611","2019-06-17","2020-06-16","Fabreville","Chat","Charlotte","","","Autre","Femelle","Gris - tabby","2019-02-20","0","1","2","1","0"
"67411","2019-04-12","2020-04-12","Sainte-Dorothée","Chat","Marguerite","","","Autre","Femelle","Gris beige","2012-01-01","1","1","0","0","0"
"175935","2019-01-31","2020-01-30","Fabreville","Chien","Zack","Chiens de compagnie","Terrier de Boston","","Mâle","Noir blanc","2015-11-05","0","1","14","0","0"
"163915","2019-08-30","2020-08-30","Pont-Viau","Chien","Rambo","Chiens de travail","Doberman Pinscher","","Mâle","noir et feu","0000-00-00","0","1","80","0","0"
"177601","2019-11-29","2020-11-29","Chomedey","Chien","Leyla","Chiens de berger","Berger Allemand","","Femelle","sablé","2017-06-01","1","0","45","0","0"
"177593","2019-11-28","2020-11-28","Laval-des-Rapides","Chien","June","Chiens de berger","Berger australien","","Femelle","Rouge tricolore","2016-12-03","1","1","0","1","0"
"66214","2019-12-10","2020-12-09","Vimont","Chat","Ti-Lou","","","","Mâle","Gris Beige","2014-06-18","0","1","4","1","0"
"163492","2019-05-31","2020-05-31","Duvernay","Chien","Chanel","Chiens nains","chihuahua a poil court","","Femelle","Noir","2012-01-01","0","1","2","0","0"
"166751","2019-06-12","2020-06-12","Fabreville","Chien","Fancy","Chiens de compagnie","Shih Tzu","","Femelle","blanc ","2011-01-27","1","1","7,1","1","0"
"177192","2019-07-18","2020-07-18","Laval-des-Rapides","Chien","Cheyenne","Chiens nains","chihuahua a poil court","Shih Tzu","Femelle","Beige","2015-08-11","0","1","5","0","0"
"162940","2019-04-18","2020-04-18","Pont-Viau","Chien","Edgar","Terriers","schnauzer nain","","Mâle","noir","2005-07-22","0","1","8,16","0","0"
"68254","2019-11-05","2020-11-05","Vimont","Chat","Cachoue","","","Autre","Femelle","Calico","2015-05-01","1","1","0","1","0"
"68062","2019-10-31","2020-10-31","Sainte-Dorothée","Chat","Aby","","","","Femelle","lievre","2013-12-14","0","1","0","1","0"
"173470","2019-06-21","2020-06-21","Auteuil","Chien","Ginger","Chiens de compagnie","Shih Tzu","Autre","Femelle","Gris blanc","2009-09-06","0","1","6","1","0"
"173694","2019-08-01","2020-07-30","Laval-des-Rapides","Chien","Léonardo Di Potato","Chiens de sport","retriever doré","","Mâle","Blond","2017-04-13","1","1","39","1","0"
"165767","2019-05-16","2020-05-16","Chomedey","Chien","Mia","Chiens de compagnie","Shih Tzu","","Femelle","Blanc","2011-08-27","0","1","17","0","0"
"67486","2019-09-19","2020-09-19","Chomedey","Chat","Bella","","","Autre","Femelle","calico","2015-08-25","0","1","4","0","0"
"169445","2019-11-08","2020-11-07","Sainte-Rose","Chien","Budy","Chiens nains","Bichon maltais","Lhasa apso","Mâle","Blanc","2016-01-01","0","0","5,9","0","0"
"160479","2019-05-03","2020-05-03","Vimont","Chien","Croquette","Chiens nains","Caniche nain","","Femelle","noir","2005-10-05","1","1","5,4","1","0"
"172286","2020-01-08","2021-01-08","Chomedey","Chien","Puppy","Chiens nains","chihuahua a poil court","","Mâle","noir et brun","2009-02-26","0","1","4,53","0","0"
"173775","2019-08-07","2020-08-07","Saint-François","Chien","Gypsie","Chiens de travail","Boxer","retriever labrador","Femelle","blanc et roux","2005-01-01","1","1","36,287","0","0"
"173803","2019-08-08","2020-08-07","Fabreville","Chien","Thor","Chiens de compagnie","Caniche moyen","retriever doré","Mâle","Brun","0000-00-00","0","0","25","1","0"
"174583","2019-10-08","2020-10-08","Chomedey","Chien","Jimmy","Chiens nains","chihuahua a poil court","","Mâle","Blanc","2014-08-01","1","1","2,94","1","0"
"67476","2019-09-20","2020-09-20","Auteuil","Chat","Clyde","","","Autre","Mâle","Noir","2011-06-01","1","1","5","1","0"
"68030","2019-10-06","2020-10-06","Laval-des-Rapides","Chat","Chewy","","","Autre","Mâle","roux","2018-10-05","1","1","5","1","0"
"174912","2019-11-13","2020-11-13","Laval-Ouest","Chien","Suki ","Chiens de compagnie","Shih Tzu","Autre","Femelle","blanc ","2019-07-06","0","0","5","0","0"
"176216","2019-04-17","2020-04-17","Saint-François","Chien","Zezette","Chiens de compagnie","Shih Tzu","Autre","Femelle","Blanc et noir","2013-01-01","1","0","5","0","0"
"171559","2019-10-24","2020-10-24","Vimont","Chien","Millie","Chiens de sport","retriever labrador","Autre","Femelle","noir","2011-03-23","0","0","25","0","0"
"173139","2019-05-27","2020-05-27","Sainte-Dorothée","Chien","Pedro","Chiens de compagnie","Shih Tzu","","Mâle","Beige","2009-01-01","0","1","10","0","0"
"63175","2019-04-08","2020-04-08","Laval-Ouest","Chat","Laurel","","","","Mâle","Roux","2009-01-01","1","1","6","1","0"
"164872","2019-04-11","2020-04-09","Laval-des-Rapides","Chien","Snow","Chiens de travail","Husky sibérien","","Mâle","Blanc","2016-11-16","1","1","23","1","0"
"167050","2019-06-13","2020-06-12","Chomedey","Chien","Tomy","Chiens de travail","schnauzer standard","Autre","Mâle","gris","2007-05-06","1","1","14","1","0"
"164171","2019-08-20","2020-08-20","Chomedey","Chien","Glock","Chiens nains","chihuahua a poil court","","Mâle","Caramel","2012-10-01","1","1","3","0","0"
"63837","2019-03-11","2020-03-11","Chomedey","Chat","Reine des neiges","","","Autre","Femelle","Noir","2016-07-01","0","0","0","0","0"
"176598","2019-03-28","2020-03-26","Duvernay","Chien","Charlot","Chiens de compagnie","Caniche moyen","Autre","Mâle","Beige","2015-01-01","1","1","15","1","0"
"161665","2019-02-07","2020-02-06","Chomedey","Chien","Charlie ","Chiens de compagnie","Caniche moyen","Autre","Mâle","","2011-03-15","0","0","0","0","0"
"176310","2019-03-21","2020-03-20","Fabreville","Chien","Bella","Chiens de berger","Berger Allemand","","Femelle","noir","2011-11-23","0","0","40","0","0"
"66878","2019-03-06","2020-03-06","Chomedey","Chat","Tyson","","","","Mâle","","2016-10-01","0","1","4,8","0","0"
"64252","2019-07-17","2020-07-17","Saint-François","Chat","Guimauve","","","","Mâle","Blond","2011-07-01","0","1","5,44","1","0"
"169368","2019-09-10","2020-09-10","Chomedey","Chien","Candy","Chiens nains","Caniche nain","Autre","Femelle","blanche","2009-03-08","1","1","3,2","1","0"
"177661","2019-12-06","2020-12-06","Laval-Ouest","Chien","Kiki","Chiens nains","Terrier du Yorkshire","Autre","Femelle","beige et noir","2011-01-01","0","0","0","0","0"
"176153","2019-02-11","2020-02-11","Auteuil","Chien","Kira","Lévriers et chiens courants","Beagle","","Femelle","Tricolore","2011-08-17","0","1","13","1","0"
"63669","2019-10-17","2020-10-17","Sainte-Dorothée","Chat","Charlo","","","","Mâle","Snow","2016-05-26","0","1","4,98","1","0"
"173952","2019-08-21","2020-08-21","Chomedey","Chien","","","Morkie","Autre","Mâle","","2019-06-01","0","0","1","0","0"
"61846","2019-04-11","2020-04-11","Pont-Viau","Chat","Valentine","","","","Femelle","Noir","2006-09-01","0","1","7","0","0"
"168791","2019-08-16","2020-08-16","Sainte-Dorothée","Chien","Tory","Chiens de compagnie","Shih Tzu","","Femelle","blanc et gris","2013-04-13","0","1","5,77","1","0"
"67751","2019-05-29","2020-05-29","Sainte-Dorothée","Chat","Dali","","","Autre","Femelle","Gris tigré","2006-01-01","1","1","10","1","0"
"161284","2019-05-22","2020-05-22","Fabreville","Chien","Fritz","Chiens de compagnie","Terrier de Boston","","Mâle","","0000-00-00","0","0","0","0","0"
"173430","2019-06-14","2020-06-13","Sainte-Rose","Chien","London","Chiens de sport","retriever labrador","Autre","Mâle","noir-beige","2019-03-03","0","1","5","1","0"
"68428","2019-12-13","2020-12-12","Laval-des-Rapides","Chat","canelle","","","Autre","Femelle","café (munchkin)","0000-00-00","0","1","0","1","0"
"174557","2019-10-07","2020-10-07","Chomedey","Chien","Jackie ","Chiens nains","Épagneul Cavalier King Charles","Autre","Femelle","ruby ","2019-04-18","0","0","0","1","0"
"67410","2019-04-10","2020-04-09","Sainte-Rose","Chat","Moustache","","","","Inconnu","blanc brun noir","2006-01-01","1","0","2","1","0"
"169178","2019-07-19","2020-07-18","Sainte-Rose","Chien","Marley","Chiens nains","Bichon maltais","","Mâle","Blanc","2009-04-01","0","1","5","0","0"
"98717","2020-01-06","2021-01-06","Chomedey","Chat","Lulu","","","Autre","Mâle","gris et blanc","2013-08-01","0","0","5","1","0"
"161077","2019-01-24","2020-01-24","Auteuil","Chien","Oscar","Chiens de travail","Bouvier bernois","","Mâle","Noir brun blanc","2010-10-09","1","1","50","1","0"
"62750","2019-05-14","2020-05-14","Sainte-Rose","Chat","Siam","","","","Mâle","Brun/Beige","2016-06-25","0","1","5","1","0"
"64825","2019-07-31","2020-07-29","Fabreville","Chat","Ti-ours","","","Autre","Mâle","noir","2015-06-01","1","1","0","0","0"
"165775","2019-05-29","2020-05-28","Laval-des-Rapides","Chien","Bella","Chiens nains","chihuahua a poil court","","Femelle","blanc et beige","2013-08-08","0","1","317","1","0"
"163715","2019-04-25","2020-04-25","Saint-François","Chien","Capitaine Morgan","Chiens de compagnie","Bouledogue anglais","Autre","Mâle","Blanc/Bringé","2015-07-04","1","1","24","1","0"
"68401","2019-12-11","2020-12-11","Chomedey","Chat","Boubou","","","Autre","Mâle","Gris et blanc","2009-06-01","1","1","4","1","0"
"66401","2019-11-29","2020-11-29","Laval-des-Rapides","Chat","Gizmo","","","","Mâle","Gris","2009-08-10","0","1","0","1","0"
"177162","2019-06-17","2020-06-16","Laval-des-Rapides","Chien","Téo","Chiens de compagnie","Bouledogue français","","Mâle","Crème","2019-02-27","0","1","6","1","0"
"173418","2019-06-06","2020-06-05","Chomedey","Chien","Ti-Loup","Chiens de travail","Husky sibérien","poméranien","Femelle","noir blanc","0000-00-00","0","1","5","0","0"
"164868","2019-03-22","2020-03-22","Duvernay","Chien","Matty","Chiens nains","Bichon maltais","","Femelle","blanc","2011-03-08","1","1","0","1","0"
"171355","2019-10-18","2020-10-18","Sainte-Dorothée","Chien","Fiona","Chiens nains","Épagneul Cavalier King Charles","Autre","Femelle","Trois couleurs","2013-01-01","1","1","0","1","0"
"171474","2019-09-12","2020-09-12","Saint-François","Chien","Charlotte","Chiens de travail","schnauzer standard","","Femelle","Noir","2007-01-01","0","1","12","1","0"
"163734","2019-03-07","2020-03-05","Laval-Ouest","Chien","Contessa","Chiens nains","Terrier du Yorkshire","","Femelle","Blanc brun","2011-01-01","0","0","0","0","0"
"177036","2019-06-17","2020-06-17","Vimont","Chien","Teddy","Chiens de travail","Husky sibérien","Autre","Mâle","Noir","0000-00-00","1","0","27","1","0"
"177770","2020-01-07","2021-01-07","Saint-Vincent-de-Paul","Chien","Gaïa","Chiens de sport","retriever labrador","","Femelle","Noir","2017-09-05","1","1","30","1","0"
"68595","2019-12-24","2020-12-24","Sainte-Dorothée","Chat","Grizzly","","","Autre","Femelle","Tabby gris ","2011-01-01","0","1","4","0","0"
"163933","2019-04-05","2020-04-05","Fabreville","Chien","Lady","Chiens de compagnie","Shih Tzu","","Femelle","Blanc et beige","2008-01-01","0","1","15","0","0"
"162789","2019-04-29","2020-04-29","Vimont","Chien","Bo","Chiens de travail","Bouvier bernois","Braque de Weimar","Mâle","Tricolor","2017-01-16","0","1","39","1","0"
"173730","2019-08-05","2020-08-05","Duvernay","Chien","Kitsu","Chiens de berger","Berger Shetland","","Femelle","Sable","2012-11-20","1","1","15","1","0"
"62425","2019-04-29","2020-04-29","Laval-des-Rapides","Chat","Miché","","","","Mâle","Tabby blanc","2011-09-11","0","1","0","1","0"
"66946","2019-08-12","2020-08-12","Duvernay","Chat","Nathalie","","","","Femelle","tigré-gris","2014-02-01","1","1","6","0","0"
"67127","2019-05-31","2020-05-31","Sainte-Rose","Chat","Thalia","","","Autre","Femelle","tortie,lynx,pointé","2017-11-06","0","0","4","1","0"
"174266","2019-09-24","2020-09-24","Vimont","Chien","Missy","Chiens de travail","Bouvier bernois","","Femelle","Noir, brun et blanc","2019-07-10","1","0","0","1","0"
"161977","2019-04-15","2020-04-15","Saint-Vincent-de-Paul","Chien","Maggie","Chiens de compagnie","Shih Tzu","Bichon maltais","Femelle","blanc","2009-10-18","0","1","6","1","0"
"67754","2019-05-30","2020-05-30","Sainte-Dorothée","Chat","Baby","","","","Femelle","Orange, blanc, gris","2016-04-01","1","1","3","1","0"
"173147","2019-05-27","2020-05-27","Chomedey","Chien","Nicky","Terriers","Americain de Staffordshire","Bull terrier du Staffordshire","Femelle","Noir et blanc","2012-04-01","1","1","0","1","0"
"177630","2019-12-04","2020-12-04","Laval-Ouest","Chien","Maggie","Chiens de sport","retriever labrador","Autre","Femelle","Beige ","2011-01-17","0","0","0","0","0"
"163514","2019-03-20","2020-03-20","Vimont","Chien","Xyanuk","Chiens de berger","Berger Belge","Autre","Femelle","Noir","2011-06-17","1","1","22","1","0"
"163021","2019-03-29","2020-03-29","Auteuil","Chien","Dexter","Terriers","Terrier gallois","","Mâle","Noir et Beige","2012-06-18","1","1","12,24","1","0"
"165336","2019-05-08","2020-05-08","Laval-Ouest","Chien","Mia","Chiens de berger","Berger australien","","Femelle","Noir et Blanc","2009-01-01","0","1","24,9","1","0"
"174279","2019-09-25","2020-09-25","Sainte-Rose","Chien","Tahoe","Chiens de travail","chien d'eau portugais","","Mâle","Blanc","2018-02-20","1","1","25","1","0"
"164889","2019-04-17","2020-04-17","Fabreville","Chien","Toby","Chiens de travail","Boxer","","Mâle","Beige","2014-08-25","1","1","42","1","0"
"63937","2019-09-26","2020-09-24","Auteuil","Chat","Frimousse","","","","Femelle","gris","2008-01-01","1","1","4","1","0"
"167030","2019-05-30","2020-05-30","Chomedey","Chien","Bella","Chiens de compagnie","Shih Tzu","","Femelle","Blanc","2013-11-01","0","1","5","1","0"
"60617","2019-03-11","2020-03-11","Duvernay","Chat","Beauté","","","","Femelle","Tabby gris","2010-01-01","1","1","4,5","1","0"
"67319","2019-02-28","2020-02-27","Pont-Viau","Chat","Adryana","","","Autre","Femelle","Tigré gris","2018-09-27","0","1","3","0","0"
"67848","2019-08-13","2020-08-13","Auteuil","Chat","Saphira","","","Autre","Femelle","Tigré","2018-08-20","1","1","3,9","1","0"
"67601","2019-05-16","2020-05-16","Fabreville","Chat","Tokio","","","Autre","Mâle","Gris","2019-03-08","0","0","0","0","0"
"163579","2019-05-02","2020-05-01","Pont-Viau","Chien","Luna","Chiens de berger","Berger Allemand","Autre","Femelle","Noir","2011-12-02","1","1","0","1","0"
"66908","2019-05-28","2020-05-28","Fabreville","Chat","Caramel","","","","Mâle","Orange et Blanc","2009-08-27","0","1","0","1","0"
"165856","2019-05-22","2020-05-21","Laval-des-Rapides","Chien","Maggie","Chiens de berger","Border Colley","","Femelle","Noir et blanc","2009-08-31","1","1","22","1","0"
"174902","2019-11-12","2020-11-12","Auteuil","Chien","Arthur","Chiens de travail","Terre-Neuve","","Mâle","Blanc et noir","2010-04-09","0","1","75","0","0"
"169866","2019-09-06","2020-09-05","Auteuil","Chien","Cannelle","Chiens de compagnie","Bichon frisé","Terrier du Yorkshire","Femelle","Brun","2010-02-01","1","1","10","1","0"
"67694","2019-05-12","2020-05-11","Fabreville","Chat","Léopold","","","Autre","Mâle","tabby roux","2017-11-21","1","1","5","1","0"
"65147","2019-09-16","2020-09-15","Chomedey","Chat","Béatrice","","","","Femelle","Calico solide (poil long)","2012-06-11","0","1","4","1","0"
"170260","2019-09-13","2020-09-13","Auteuil","Chien","Jasper","Chiens de compagnie","Grand caniche","","Mâle","Noir","2017-01-15","0","1","2","1","0"
"166434","2019-10-02","2020-10-01","Chomedey","Chien","Loulou","Lévriers et chiens courants","Beagle","","Femelle","Beige/blanc","2007-01-01","0","1","14","0","0"
"164885","2019-07-04","2020-07-03","Sainte-Dorothée","Chien","Laika","Chiens nains","Fox terrier miniature","","Femelle","Tricolore","2018-02-21","0","1","0","1","0"
"174864","2019-11-07","2020-09-18","Saint-Vincent-de-Paul","Chien","Tako","Chiens de sport","retriever labrador","Berger Allemand","Mâle","noir et blanc","2017-10-25","0","1","27,21","0","0"
"67302","2019-02-20","2020-02-19","Saint-François","Chat","Rusty","","","Autre","Mâle","Jaune","2014-01-01","0","1","5","0","0"
"61883","2019-03-13","2020-03-11","Chomedey","Chat","Gigi","","","","Femelle","Noir et blanc","2011-07-04","1","1","0","1","0"
"174101","2019-09-11","2020-09-10","Auteuil","Chien","Agatha ","Lévriers et chiens courants","Dachshund teckel standard a poil court","Autre","Femelle","Sanglier","2019-06-23","0","0","4","0","0"
"168132","2019-07-09","2020-07-08","Sainte-Rose","Chien","Milo","","Autre","Autre","Mâle","Roux/Blanc","2018-02-13","0","1","9,1","1","0"
"67240","2019-03-15","2020-03-14","Chomedey","Chat","Mercredi/Steffy","","","Autre","Femelle","Tabby brun","0000-00-00","0","1","2,7","1","0"
"163999","2019-04-30","2020-04-29","Laval-Ouest","Chien","Kimo","Chiens de compagnie","Lhasa apso","","Mâle","Beige","2010-08-09","0","1","9,1","1","0"
